supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end,order_norm,score,segment
", 4-078",",_ ",Asia Pacific,"Sa612}}.aso9,@",7_,2019-01-10,2026-01-12,0.93,0.88,3061,61,0.9771317829457364,0.915,Excellent
",_start",supplier ,Asia Pacific,"-supplied_name,",--1_ordersquality_,2019-02-01,2023-01-09,0.93,0.87,1500,-1038,0.37209302325581395,0.85,Good
l: ,", 0",North America,: ,", ",2019-12-22,2023-08-12,0.83,0.77,2211,-823,0.6476744186046511,0.788,Good
: ,: ,Europe,:,S,2020-09-04,2023-05-28,0.9,0.83,695,-899,0.060077519379844964,0.788,Good
", 0_ ",-,Latin America,", ",",_ ",2018-05-10,2024-09-21,0.88,0.87,2100,-417,0.6046511627906976,0.848,Good
", ",,Europe,-:5,contract,2021-07-08,2021-12-01,0.88,0.87,2828,-1442,0.8868217054263566,0.877,Excellent
9,: ,Latin America,", ",_ 0000e9 ,2020-04-08,2023-08-18,0.88,0.88,3120,-817,1.0,0.892,Excellent
",00",}suppliedordersT00_2_quality-:contract-_,Asia Pacific, ,"}:e00,_deliveryT00 0_",2020-12-05,2023-03-02,0.84,0.77,1553,-986,0.3926356589147287,0.767,Good
a3,":, ",Asia Pacific,", ", s 0T00,2020-05-18,2024-12-20,0.88,0.81,1089,-327,0.2127906976744186,0.785,Good
:data,,Asia Pacific,e: ,contacttime_,2018-12-14,2022-05-04,0.87,0.85,651,-1288,0.04302325581395349,0.779,Good
,:@,Middle East & Africa,: 0 ,,2018-05-10,2021-12-01,0.92,0.86,1012,-1442,0.18294573643410852,0.822,Good
:00adelivery ,T00a00-8-6-28,North America,", ",email_,2018-07-20,2024-07-23,0.87,0.77,540,-477,0.0,0.743,Good
region 0,202,Middle East & Africa,9score ,rate_:-}ende_00-.: ,2021-07-14,2023-03-27,0.89,0.88,3113,-961,0.9972868217054264,0.897,Excellent
",start", {,Asia Pacific,,_email,2018-06-20,2024-01-04,0.83,0.83,3048,-678,0.9720930232558139,0.844,Good
_score,T00,North America,}}1 ,S,2018-09-05,2021-12-01,0.9,0.88,550,-1442,0.003875968992248062,0.802,Good
contract_,_dataemail ,Europe,", ",contract9_contract,2021-07-22,2024-06-30,0.93,0.88,1306,-500,0.29689922480620157,0.847,Good
.endo,: ,Latin America,data.: ,: ,2018-05-10,2022-04-02,0.93,0.8,648,-1320,0.04186046511627907,0.789,Good
l}{,}5 ,North America,,countrytime,2019-05-14,2022-04-20,0.86,0.88,550,-1302,0.003875968992248062,0.782,Good
:00supplierT00: ,country-e_ 0 ,Europe,contact800,T00: 0T00}0a@00delivery00,2019-06-03,2022-05-05,0.87,0.86,1903,-1287,0.5282945736434108,0.832,Good
: ,: ,North America,: ,"contract,",2019-05-16,2023-05-17,0.86,0.77,934,-910,0.15271317829457365,0.753,Good
country,0 ,Asia Pacific,"contract, ",contact_emailname-,2020-11-23,2025-06-01,0.82,0.88,754,-164,0.08294573643410853,0.77,Good
_,095_,Europe,suppliere,",_rate ",2018-05-10,2022-12-01,0.87,0.77,955,-1077,0.16085271317829458,0.759,Good
total_ ,: ,Latin America,contract_supplied{,8 0T00,2018-07-21,2024-01-01,0.93,0.8,3024,-681,0.9627906976744186,0.881,Excellent
: ,"quality00score, ",Europe,: ,contract_lid:,2019-08-14,2022-12-20,0.92,0.85,571,-1058,0.012015503875968992,0.801,Good
contract_i ,"country,_",Asia Pacific,s.8:  0qualityqualitytotal_},supplier_-rate200:: ,2018-09-14,2026-01-11,0.88,0.77,2011,60,0.5701550387596899,0.805,Good
,":, ",Asia Pacific,:,s_ ,2021-03-05,2025-06-12,0.89,0.83,1044,-153,0.19534883720930232,0.797,Good
}start,on8ae-,North America,on_5} ,",deliverycontract,}9",2018-05-18,2026-01-12,0.82,0.79,1358,61,0.31705426356589145,0.758,Good
",-emailid",",SUP3i_so_",Latin America,quality_namesupplied ,", ",2020-01-05,2025-12-03,0.87,0.82,668,21,0.04961240310077519,0.768,Good
 ,_quality..s,North America,:00rate_,datatime}email:00,2021-07-22,2023-12-30,0.85,0.87,3111,-683,0.9965116279069768,0.873,Excellent
"_ratedeliveryT00, 74",contract_3_: ,North America,2_,: ,2020-10-21,2024-11-12,0.82,0.83,1257,-365,0.2779069767441861,0.77,Good
datan ,":-,: ",Europe,s 08_rate:_ ,contract_,2018-07-28,2022-01-30,0.93,0.77,771,-1382,0.08953488372093023,0.782,Good
qualitysratea,T00supplier,North America,suppliern suppliertime00:5{4,{5-313{4_T00a{,2021-06-18,2026-01-12,0.88,0.77,2106,61,0.6069767441860465,0.809,Good
_score,s{,Europe,start., ,2018-05-10,2024-11-20,0.89,0.87,1313,-357,0.2996124031007752,0.823,Good
contract_orders.8_,: ,North America,", ",_contract,2019-09-05,2023-03-22,0.88,0.82,3120,-966,1.0,0.868,Excellent
", ", 0o,Europe,",-8:s",: 0.8s qualityon_ea,2020-07-03,2021-12-01,0.86,0.82,999,-1442,0.17790697674418604,0.776,Good
:,",_",Asia Pacific,_score,SUP: ,2019-02-18,2021-12-01,0.82,0.77,1119,-1442,0.22441860465116278,0.74,Good
", ",}id,Europe, 0.,:on,2021-07-22,2023-03-12,0.82,0.77,977,-976,0.1693798449612403,0.735,Good
" 0end8,s.",":contact.3region:-, ",Asia Pacific,contract_ontimesscore00,: ,2021-07-22,2025-03-05,0.82,0.77,572,-252,0.012403100775193798,0.719,Good
202n.,00:,Europe,,:.,2019-05-06,2024-01-10,0.88,0.87,710,-672,0.06589147286821706,0.795,Good
:_T00,":.on,",Asia Pacific,:{,": 5id-.qualitycontracte.897{, ",2020-06-20,2024-01-10,0.88,0.78,997,-672,0.17713178294573642,0.77,Good
:00831 ,9,Europe,",: 000region00",", ",2018-06-22,2024-03-10,0.82,0.82,1327,-612,0.3050387596899225,0.769,Good
data__rate9_country5_00,totalaatime:a{6region ,North America,supplier{,: ,2019-07-05,2024-11-12,0.93,0.87,3051,-365,0.9732558139534884,0.91,Excellent
total_orders,", ",North America,contract_.,dataT00nquality1time8quality8a ,2021-04-10,2025-04-29,0.93,0.88,733,-197,0.0748062015503876,0.824,Good
T00T00:}5-4supplied ,n_supplied_rate,North America,supplierstart_emailsupplied,totalsupplier00,2018-07-18,2024-06-01,0.83,0.86,885,-529,0.13372093023255813,0.772,Good
: _,"s 000 0a,delivery35regionidregion} idstart",Europe,"SUPquality,.",_,2018-05-10,2022-11-20,0.82,0.87,601,-1088,0.023643410852713178,0.76,Good
: {,supplier,Latin America,: ,a-128}email}start_,2019-08-29,2024-08-20,0.86,0.88,1555,-449,0.39341085271317827,0.821,Good
: , ,North America,s,",",2020-09-05,2024-03-30,0.82,0.87,3120,-592,1.0,0.858,Excellent
. ,T00data,Asia Pacific,:00,contract_,2019-12-17,2023-04-21,0.92,0.87,650,-936,0.04263565891472868,0.812,Good
_,":, ",Europe,"1contact, ","-total-supplier, ",2021-07-03,2021-12-27,0.82,0.88,1322,-1416,0.30310077519379847,0.792,Good
: @,: ,Europe,":00,-}a}a ",: ,2021-05-21,2021-12-01,0.88,0.82,540,-1442,0.0,0.768,Good
contract,: ,Europe,,", ",2018-05-10,2022-09-12,0.89,0.88,1103,-1157,0.21821705426356588,0.819,Good
contract,_,Europe,00__: ,: ,2019-04-25,2026-01-12,0.83,0.84,3120,61,1.0,0.851,Excellent
totalid_:00contact,: ,North America,: ,qualitys,2019-01-10,2025-03-29,0.89,0.88,971,-228,0.16705426356589148,0.814,Good
202_2,.--: ,Europe,: ,o,2018-05-10,2022-12-12,0.93,0.83,751,-1066,0.0817829457364341,0.805,Good
: ,country,Latin America,":., ",{email8. ,2020-07-03,2024-01-30,0.93,0.85,944,-652,0.15658914728682172,0.821,Good
_ ,"start-, ",Latin America,contactscore{1o30,delivery,2018-12-20,2024-03-13,0.87,0.78,782,-609,0.0937984496124031,0.756,Good
region ,",",Europe,SUP.83{__:total,202-,2019-11-29,2026-01-12,0.87,0.88,972,61,0.16744186046511628,0.804,Good
", ",total3name,Europe,quality_contract,: ,2019-03-21,2022-04-22,0.91,0.77,951,-1300,0.15930232558139534,0.779,Good
":,",,North America,_supplied_id00T00: ,@06country1__0,2020-12-22,2025-02-02,0.92,0.84,923,-283,0.14844961240310078,0.811,Good
"contractidorders-contract9,00, ",country,Europe,"lstart,eonSUP",2,2021-02-14,2024-12-30,0.93,0.86,750,-317,0.08139534883720931,0.817,Good
 ,contract8: ,Middle East & Africa, ,: 8contractcontract,2018-09-22,2021-12-01,0.93,0.78,883,-1442,0.13294573643410854,0.79,Good
":00@._9-, ",-__end,North America,data,: ,2020-11-08,2023-11-30,0.82,0.88,2774,-713,0.8658914728682171,0.849,Good
: 00_name::0,-asupplier6: ,Latin America,: ,quality{,2020-02-29,2026-01-12,0.83,0.77,663,61,0.047674418604651166,0.728,Good
: id,: },North America,:1.{,: ,2019-04-30,2024-01-10,0.89,0.77,662,-672,0.047286821705426356,0.758,Good
-time9a8,country@.oporders. ,Middle East & Africa,:00: ,,2019-06-12,2021-12-31,0.93,0.86,1574,-1412,0.4007751937984496,0.849,Good
contactcontract},contract__,Asia Pacific,totalcontract12-45 0{-slid:,", ",2021-07-22,2025-03-21,0.82,0.81,1009,-236,0.1817829457364341,0.752,Good
@ ,", ",Europe,8T00,supplier.- ,2021-02-22,2022-07-01,0.93,0.77,1983,-1230,0.5593023255813954,0.829,Good
: ,,North America,a,supplier-orders:-. ,2019-09-17,2024-11-09,0.83,0.84,3100,-368,0.9922480620155039,0.85,Good
-contract ,supplier@: name,Europe,,",: ",2019-05-12,2022-09-01,0.83,0.84,1946,-1168,0.5449612403100775,0.805,Good
:i ,", ",North America,:009 , 0,2020-11-14,2024-12-31,0.88,0.82,822,-316,0.10930232558139535,0.779,Good
: ,:total,North America,l,: ,2019-06-21,2025-01-03,0.89,0.88,728,-313,0.07286821705426356,0.804,Good
",orderscontactid__",country00,Asia Pacific,", ",},2020-02-10,2026-01-12,0.86,0.84,540,61,0.0,0.766,Good
,contract_-supplied_,North America, ,,2020-03-05,2021-12-01,0.92,0.81,540,-1442,0.0,0.784,Good
4o,ons9_,Asia Pacific,, ,2018-09-04,2024-03-25,0.93,0.81,1008,-597,0.1813953488372093,0.807,Good
id,,Europe,: ,,2019-02-12,2024-02-05,0.93,0.88,1348,-646,0.31317829457364343,0.848,Good
contract--:_ ,contract_scoreend,Asia Pacific,: ,_ ,2020-12-05,2021-12-21,0.88,0.88,852,-1422,0.12093023255813953,0.804,Good
_,", ",Middle East & Africa,id_ 0 ,",: ",2018-05-15,2023-03-12,0.86,0.84,1240,-976,0.2713178294573643,0.793,Good
-: ,contract2: ,Latin America,: ,"1p}time@, ",2018-11-30,2024-08-14,0.89,0.79,1248,-455,0.2744186046511628,0.788,Good
 ," 8}on 0,,",Middle East & Africa,:region: ,:,2020-05-07,2022-01-20,0.89,0.82,1256,-1392,0.2775193798449612,0.801,Good
email,",  ",Europe,SUP200region, 0_orders:id,2020-05-05,2023-03-15,0.93,0.84,971,-973,0.16705426356589148,0.818,Good
: {e,", ",North America,"supplier,name",suppliercontract_ 0,2020-11-10,2023-12-07,0.87,0.79,868,-706,0.12713178294573643,0.764,Good
"7sesupplier,, ",", ",North America,contact,"__, ",2018-07-01,2025-11-14,0.93,0.83,579,2,0.015116279069767442,0.799,Good
8___00,}oquality_score,North America,___-,", ",2018-05-22,2024-05-23,0.92,0.88,540,-538,0.0,0.812,Good
7,s_time ,Asia Pacific,,} ,2021-04-10,2026-01-07,0.86,0.87,726,56,0.07209302325581396,0.785,Good
:,data,Europe,_ ,total{,2018-07-08,2022-05-12,0.87,0.88,1341,-1280,0.31046511627906975,0.818,Good
: ,_,Europe,: ,,2018-11-10,2024-12-22,0.93,0.85,2584,-325,0.7922480620155039,0.884,Excellent
A3-00{,: ,Europe,: ,", ",2019-03-10,2024-07-17,0.82,0.88,1262,-483,0.27984496124031005,0.79,Good
0000{,deliverya-,Asia Pacific,contract ,: orders_9__,2020-06-15,2024-12-12,0.83,0.77,1866,-335,0.513953488372093,0.774,Good
"country, ",: ,Middle East & Africa,":, ",:contract-,2018-05-10,2024-09-10,0.93,0.83,2115,-428,0.6104651162790697,0.858,Excellent
supplier 07_.,"1_suppliercontracto_,rate_o",Latin America,8 ,1,2018-07-14,2026-01-12,0.93,0.86,2123,61,0.6135658914728682,0.87,Excellent
"003{, ",on,Europe,,8o_SUP,2019-05-20,2024-11-25,0.88,0.77,606,-352,0.02558139534883721,0.751,Good
,: ,Latin America,00time,_email5,2020-08-01,2025-02-01,0.93,0.8,770,-284,0.08914728682170543,0.794,Good
SUP,,North America,",supplied","@__00:1, ",2018-07-11,2021-12-01,0.93,0.88,1377,-1442,0.3244186046511628,0.849,Good
7l9_no ,", 4_country",Asia Pacific,,: ,2018-12-06,2022-08-16,0.86,0.83,853,-1184,0.12131782945736434,0.774,Good
: iT00000: ,"contract, ",North America,total,", suppliedemail,_deliverya ",2018-05-24,2023-07-05,0.93,0.77,2121,-861,0.6127906976744186,0.834,Good
lid- ,.8_delivery,Europe,: ,_.,2018-05-10,2026-01-12,0.82,0.87,2002,61,0.5666666666666667,0.815,Good
"on_, ",S._-8time__,North America,"SUP2}, ",",time:__ ",2018-08-16,2024-01-17,0.87,0.84,647,-665,0.041472868217054266,0.775,Good
start,supplier ,Asia Pacific,: ,,2020-04-05,2025-12-24,0.93,0.77,540,42,0.0,0.773,Good
582suppliede,startemailcontractcontact_id,Europe,_,", ",2019-02-14,2023-03-14,0.93,0.84,807,-974,0.10348837209302325,0.811,Good
"7,{",country -,Latin America,oni, ,2018-05-10,2024-02-18,0.93,0.87,1245,-633,0.27325581395348836,0.84,Good
:s{,", __data",Latin America,", ",": 0{,",2018-07-14,2022-01-01,0.93,0.84,733,-1411,0.0748062015503876,0.808,Good
:econtract_n,l_{,Asia Pacific,{_on,:_ordersic,2019-03-02,2024-02-28,0.87,0.85,2749,-623,0.8562015503875969,0.861,Excellent
"country8,,-192,, ",: ,North America,00,:name,2020-05-21,2026-01-12,0.89,0.81,553,61,0.0050387596899224806,0.77,Good
}id 0.deliveryquality,: ,Europe,: ,contacttotal,2018-07-22,2024-12-21,0.92,0.83,1571,-326,0.39961240310077517,0.832,Good
:} ,:0000i8,Europe,: ,: _,2021-07-22,2024-08-22,0.93,0.8,1562,-447,0.39612403100775195,0.825,Good
"qualityname, ",: ,Europe,o_time,":-SUP_on:-,n} 0",2020-07-14,2023-12-30,0.82,0.87,747,-683,0.08023255813953488,0.766,Good
data ,:data_ ,Europe,: ,SUP ,2018-12-01,2022-05-20,0.91,0.87,1107,-1272,0.21976744186046512,0.825,Good
totalT00_00,,Asia Pacific,", , ",:  ,2018-05-10,2022-11-14,0.91,0.86,1000,-1094,0.17829457364341086,0.817,Good
", ",}ascore,North America,"on, ",_delivery,2018-07-15,2026-01-12,0.93,0.88,1240,61,0.2713178294573643,0.844,Good
suppliersupplierend-,id,Middle East & Africa,: ,"@orders, ",2020-08-20,2024-01-30,0.84,0.87,1517,-652,0.37868217054263564,0.806,Good
"data00, ",}lemailcountryemaile,Europe,2,_ ,2020-12-27,2024-09-01,0.82,0.84,1478,-437,0.3635658914728682,0.782,Good
: , 7 ,Europe,:5_,400,2020-07-14,2021-12-01,0.82,0.88,1296,-1442,0.2930232558139535,0.791,Good
",p_ 0scoresupplier_i",T00quality 0}econtract ,Europe,-,data,2020-12-24,2022-12-18,0.91,0.8,921,-1060,0.14767441860465116,0.79,Good
"contract_,9-rate",1-7: ,Europe,name,-,2020-03-07,2024-07-04,0.88,0.77,2939,-496,0.9298449612403101,0.841,Good
email,: :namea8suppliertimea0:l,Europe,contact1,"supplier__,:: ",2018-09-14,2021-12-01,0.92,0.83,1494,-1442,0.3697674418604651,0.829,Good
quality2,country0,Asia Pacific,", ",{supplier,2019-05-05,2026-01-12,0.82,0.88,1681,61,0.4422480620155039,0.806,Good
quality11,,Europe,":, 7delivery",2- ,2018-05-18,2022-03-12,0.86,0.88,1305,-1341,0.29651162790697677,0.812,Good
e s{ ,:_id ,Latin America,ls-.7T00{,: ,2021-07-22,2026-01-12,0.82,0.79,540,61,0.0,0.726,Good
", ",score}_.delivery,Europe,,: :000,2020-09-21,2023-03-27,0.87,0.77,540,-961,0.0,0.743,Good
"_, ",",total8endenddata,,,aname_supplier_",North America,_quality:. _orders,: ,2021-07-10,2026-01-12,0.9,0.84,3116,61,0.9984496124031008,0.886,Excellent
1.l-9contract_delivery_start, ,Middle East & Africa,,supplier_T00contract,2020-12-30,2021-12-01,0.93,0.82,970,-1442,0.16666666666666666,0.81,Good
_,: ,Europe,id, ,2020-01-29,2024-07-24,0.82,0.77,1662,-476,0.43488372093023253,0.761,Good
:@ ,: ,Asia Pacific,:000000s{7,:: ,2018-05-10,2022-01-01,0.93,0.85,1311,-1411,0.2988372093023256,0.835,Good
,", ",Europe,region,,2021-07-22,2025-06-26,0.93,0.81,1234,-139,0.2689922480620155,0.816,Good
",rate ",on 0times_start,Europe, ,}T005,2019-09-14,2022-11-18,0.93,0.77,574,-1090,0.01317829457364341,0.774,Good
e0,__startT00: ,North America,{ 801,"totals,00",2021-07-21,2022-06-01,0.86,0.77,1395,-1260,0.3313953488372093,0.771,Good
",_, ",:_,Asia Pacific,"}start,9,_100", 000_,2019-03-12,2023-08-09,0.83,0.87,879,-826,0.1313953488372093,0.776,Good
", ",:}00 end,Middle East & Africa,,:,2019-06-05,2024-07-04,0.82,0.84,1330,-496,0.3062015503875969,0.777,Good
",, total__2time",", countrypeo--2supplied-_supplied: ",Middle East & Africa,:T00@a{_ ,datacountry,2018-12-22,2022-02-25,0.83,0.86,3022,-1356,0.962015503875969,0.855,Excellent
le,__,Asia Pacific,: , ,2019-02-19,2023-01-11,0.83,0.88,3113,-1036,0.9972868217054264,0.867,Excellent
,__orders}500}9{0000,North America,. ," 0.., ",2018-07-07,2022-12-18,0.82,0.85,1390,-1060,0.32945736434108525,0.783,Good
supplier_supplier{, ,Asia Pacific,country00,e,2019-09-03,2022-08-20,0.82,0.84,874,-1180,0.12945736434108526,0.759,Good
contactsupplieda_,",score",Asia Pacific,: ,:,2019-02-12,2022-12-30,0.88,0.86,579,-1048,0.015116279069767442,0.786,Good
,",,start: ",Asia Pacific,supplier:supplier{,8-00 contactdata},2018-07-05,2024-01-05,0.82,0.77,863,-677,0.1251937984496124,0.731,Good
contract_8_-,semailorders6n_orders: },Europe,,"emailcontract_-time.8, ",2018-07-12,2024-03-12,0.87,0.87,956,-610,0.16124031007751938,0.799,Good
"country, ",SUP{.,Middle East & Africa,", _",", ",2019-09-12,2022-09-14,0.82,0.86,544,-1155,0.0015503875968992248,0.754,Good
: 8,supplied00_}__n@700_ ,North America,qualitylT00_,", 0start{",2019-07-10,2022-01-22,0.93,0.83,737,-1390,0.07635658914728682,0.805,Good
 , ,Asia Pacific,5_5}1289. ,: 0}{,2020-07-22,2023-01-30,0.89,0.81,1277,-1017,0.28565891472868216,0.798,Good
quality,,Europe,contract{email,5total8},2021-05-01,2023-07-12,0.88,0.85,1253,-854,0.27635658914728684,0.808,Good
",{",", ",Middle East & Africa,76,:_,2021-02-20,2026-01-12,0.84,0.77,624,61,0.03255813953488372,0.731,Good
delivery_region,{,North America,"a._, se: {",:8 ,2019-12-22,2022-05-21,0.92,0.77,657,-1271,0.04534883720930233,0.773,Good
contract_108,", ",Latin America,"region. 96-.1aemailaT008scoreldelivery_, ",}supplied.supplied,2021-07-22,2022-06-21,0.88,0.77,3102,-1240,0.9930232558139535,0.847,Good
 , s ,Latin America,:SUP 0_ ,"contact,supplied7.",2021-07-03,2025-01-12,0.92,0.86,541,-304,0.0003875968992248062,0.804,Good
,",,6on@",Europe,: ,00,2020-07-03,2023-01-10,0.84,0.88,545,-1037,0.001937984496124031,0.772,Good
: ,",_",Europe,50orders-_:SUP} ,2 ,2021-06-05,2022-01-30,0.84,0.77,1965,-1382,0.5523255813953488,0.783,Good
suppliername,email1pi,Asia Pacific,",-03supplied3",nameoregion_scorela,2020-11-17,2025-04-12,0.82,0.82,1562,-214,0.39612403100775195,0.778,Good
":, ","contract-,.",North America, ,",__ ",2018-07-10,2023-07-06,0.82,0.81,1983,-860,0.5593023255813954,0.79,Good
,,Latin America,",e_ 01_rate",", }e",2019-11-30,2024-05-29,0.91,0.83,661,-532,0.04689922480620155,0.792,Good
: }}l_900a,", ",Europe,name-5o._T00,", ",2018-08-10,2023-02-02,0.91,0.77,943,-1014,0.1562015503875969,0.779,Good
",_suppliedcountry",- 0.contact-email_id,North America,"ratesemailregion,-6",datacontract_: 1,2021-07-22,2022-07-01,0.84,0.77,2122,-1230,0.6131782945736434,0.789,Good
: ,: ,Europe,:a ,:e,2018-07-03,2024-12-12,0.89,0.88,543,-335,0.0011627906976744186,0.797,Good
",rate",: ,Asia Pacific,_{a_,"supplier8_, ",2019-09-30,2023-06-30,0.93,0.88,1465,-866,0.35852713178294576,0.853,Excellent
"_orders, ",: ,Latin America,"00, ",: ,2019-03-09,2022-07-02,0.86,0.87,1979,-1229,0.5577519379844961,0.834,Good
supplierSUPidstart,"quality, ",Europe,", ",score,2021-07-02,2024-12-28,0.84,0.87,1342,-319,0.31085271317829455,0.799,Good
oo1rate:00.8,:SUP-supplier00_ ,Asia Pacific,00}s0000-0-@ ,__,2018-07-14,2026-01-12,0.83,0.88,2896,61,0.9131782945736434,0.858,Excellent
,"quality, ,orders-}oT00supplieds",North America,.,contract00::: ,2021-05-03,2025-01-31,0.9,0.77,828,-285,0.11162790697674418,0.769,Good
: ,,Asia Pacific,n{:time00:i: ,4,2020-01-15,2025-12-14,0.93,0.82,1243,32,0.27248062015503877,0.82,Good
8ontime,,North America,contract__a_ 0__} ,",time",2018-05-10,2025-01-27,0.93,0.8,715,-289,0.06782945736434108,0.792,Good
data_score,00{,Asia Pacific,"SUPiona,-id,",:l:: ,2019-07-05,2023-03-03,0.91,0.81,1994,-985,0.5635658914728682,0.835,Good
".ascore,o",,Europe,on2,contact_s,2018-10-11,2025-01-16,0.88,0.88,587,-300,0.01821705426356589,0.794,Good
region-00}on8contractrate.{,00id ,Europe,: ,:SUP,2018-11-22,2024-07-23,0.93,0.8,736,-477,0.07596899224806201,0.793,Good
"-, ",country8score.,Middle East & Africa,,idtime@orderstotal,2019-08-18,2024-06-06,0.87,0.87,1380,-524,0.32558139534883723,0.816,Good
,_score,North America,", ,email, ",,2019-07-14,2022-04-21,0.88,0.77,1438,-1301,0.34806201550387594,0.783,Good
":0total, ",202 ,Europe,:  00supplied_,":_score, ",2019-07-10,2022-12-12,0.89,0.87,3067,-1066,0.9794573643410853,0.891,Excellent
.8.1,: 0 ,North America,_,contract }_: ,2019-12-21,2021-12-01,0.82,0.84,2936,-1442,0.9286821705426357,0.839,Good
 ,",id",Latin America,{,",e",2019-05-30,2021-12-01,0.93,0.85,838,-1442,0.11550387596899225,0.817,Good
: ,", ",North America,on{,: ,2018-11-22,2022-12-12,0.92,0.88,3102,-1066,0.9930232558139535,0.911,Excellent
total:o000,1_.end_emaildata:,Asia Pacific,0 ,,2018-05-10,2024-09-25,0.83,0.88,1569,-413,0.3988372093023256,0.807,Good
: ,: ,Latin America,a_supplier:e}_ ,"squality,._i00email",2020-02-22,2024-06-11,0.93,0.77,999,-519,0.17790697674418604,0.791,Good
:00 0 ,,North America,-0n ,,2021-07-22,2022-04-20,0.88,0.87,886,-1302,0.13410852713178295,0.801,Good
 ,qualitys,North America,:: ,: ,2019-01-20,2023-06-05,0.93,0.85,2908,-891,0.9178294573643411,0.897,Excellent
contractstartncontract842id00,: ,Europe,,: ,2018-07-10,2021-12-01,0.82,0.78,884,-1442,0.13333333333333333,0.735,Good
", ",on-time,North America,supplied00-_supplierp 0,SUPcountrytotalcontract__,2018-12-17,2022-07-10,0.84,0.77,1477,-1221,0.3631782945736434,0.764,Good
_8,regionid::time3quality ,North America,,supplierSUP-end,2020-10-12,2025-05-05,0.91,0.82,982,-191,0.17131782945736435,0.8,Good
,o,Middle East & Africa,", ",contract@,2020-02-22,2026-01-12,0.82,0.82,896,61,0.13798449612403102,0.752,Good
,,Latin America,",time}a: ",",region, ",2020-02-22,2023-03-14,0.93,0.77,2335,-974,0.6957364341085271,0.843,Good
4_delivery_id,: ,North America,: ,202 ,2019-12-05,2026-01-12,0.84,0.85,2120,61,0.6124031007751938,0.821,Good
 ,suppliedcontact ,Europe, ,":8,00",2021-05-27,2022-12-12,0.93,0.86,796,-1066,0.09922480620155039,0.819,Good
"qualitysuppliedcontactemailorders, ",",, @:,SUP",Asia Pacific,onend_:rate,contract0,2018-06-14,2023-02-20,0.86,0.82,812,-996,0.10542635658914729,0.769,Good
: ,":_email, ",Latin America,",:o",: ,2019-05-03,2022-09-09,0.88,0.84,708,-1160,0.06511627906976744,0.783,Good
email_SUPsupplied,", ",Europe,contract,4,2019-05-15,2021-12-01,0.82,0.83,3109,-1442,0.9957364341085271,0.842,Good
: ,: ,Europe,_SUP_orders,start ,2020-07-15,2021-12-01,0.82,0.81,557,-1442,0.006589147286821705,0.735,Good
: ,contract:T00 ,Asia Pacific,data ,00supplier,2019-03-20,2024-12-18,0.89,0.85,1881,-329,0.5197674418604651,0.837,Good
