supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
contract_id ,::{_SUP--qualitytime{,Asia Pacific,5SUP-,":00,_-",2019-07-20,2023-09-21,0.84,0.83,3112,-783
: ,: ,Latin America,quality ,,2021-07-22,2023-09-21,0.93,0.84,2106,-783
202 0,,Middle East & Africa,qualityso__ 0quality: ,contractsupplier 0supplier 0{,2018-05-10,2023-09-21,0.93,0.88,1352,-783
_email, ,Asia Pacific,: ,":, ",2020-08-11,2023-09-21,0.82,0.79,3120,-783
:,: ,North America,contract7,-,2019-12-10,2023-09-21,0.88,0.77,990,-783
:00,", ",Latin America,s_: ,", 0: ",2021-07-22,2023-09-21,0.93,0.81,551,-783
datarate-@,"_id, ",North America,1_delivery,2_,2018-08-05,2023-09-21,0.82,0.86,646,-783
,:orders ,Middle East & Africa,1_ ,:{0,2019-09-14,2023-09-21,0.82,0.81,3120,-783
0rate}:. {,s,Europe,"contact__,8on_n00_- 0}score",{pcontract-id_. ,2021-06-10,2023-09-21,0.82,0.83,3120,-783
region,}country4time,Middle East & Africa,onscore@.61,:email.-_supplied,2019-03-18,2023-09-21,0.82,0.88,2904,-783
", ",score,Asia Pacific,00,ao,2019-07-10,2023-09-21,0.92,0.88,991,-783
", ",",_ ",North America,:,,2018-07-03,2023-09-21,0.82,0.85,1564,-783
8._id,data ,Asia Pacific,2_time@1T0037. }total,rate,2019-07-22,2023-09-21,0.88,0.85,934,-783
: ,-,North America,:7,contact0email-_idSUP00as,2020-12-30,2023-09-21,0.82,0.77,2019,-783
-1,country,Middle East & Africa,: ,:,2018-05-18,2023-09-21,0.83,0.84,735,-783
: ,"contacta00, ",Europe,",",:,2018-05-10,2023-09-21,0.82,0.8,866,-783
"contract, ",", ",North America,: ,", ",2018-07-30,2023-09-22,0.82,0.77,747,-782
_ ,total},Latin America,"._--, s8",contract9__,2018-11-14,2023-09-22,0.82,0.88,3120,-782
0 0,:@ ,North America,47-4.,_:_..score_8:s}{,2019-01-12,2023-09-22,0.93,0.8,1333,-782
totalsl, ,North America,:8.id1,name,2020-09-10,2023-09-22,0.87,0.77,1982,-782
contract_8,", ",North America,: ," 0,T00 0",2019-03-29,2023-09-22,0.88,0.84,988,-782
"quality_orders, ",:contractdelivery-s@,Europe,", ",0,2019-05-01,2023-09-22,0.93,0.77,882,-782
: ,:00,Middle East & Africa,", ",: ,2021-07-22,2023-09-22,0.89,0.86,995,-782
,", ",Asia Pacific,00,: ,2019-06-07,2023-09-22,0.83,0.83,807,-782
}-supplier,8,Middle East & Africa,,supplier,2019-12-18,2023-09-22,0.85,0.85,758,-782
__scoreend,suppliersupplier ,Europe,contact_, ,2021-07-12,2023-09-22,0.86,0.88,939,-782
,1 0qualitytime,Europe,_email,:: odelivery1_}rate,2018-12-05,2023-09-22,0.88,0.88,2822,-782
: ,: ,Europe,"qualitycontracta8, .",5i_id._ ,2018-05-10,2023-09-22,0.88,0.86,651,-782
{,: ,North America,: ,ona@a2,2019-05-12,2023-09-22,0.88,0.88,1359,-782
5T00,-sesupplier. ,Asia Pacific,", email",", ",2018-07-23,2023-09-23,0.89,0.77,1573,-781
supplied supplier,8T00rate,Latin America,{: ,: ,2021-03-30,2023-09-23,0.91,0.77,2169,-781
data,", ",Middle East & Africa,00,emaile8:,2018-05-10,2023-09-23,0.88,0.88,1492,-781
T00.3countrystart1contract5,", ",Latin America, ,8 ,2020-12-03,2023-09-23,0.9,0.77,823,-781
.countrysupplied,- 08{suppliercountry,Middle East & Africa,"1, ",data,2019-04-14,2023-09-23,0.93,0.87,2100,-781
"on_, ", id_id,Middle East & Africa,: ,: ,2021-07-19,2023-09-25,0.9,0.87,872,-779
: ,T00. ,Europe,: ,,2018-07-15,2023-09-25,0.82,0.88,1969,-779
total__,":region_time_, ",Latin America,,",_email_",2018-05-10,2023-09-25,0.88,0.77,978,-779
"00,name",:008.s_-,North America,delivery,datae-,2019-07-22,2023-09-25,0.82,0.82,2622,-779
- ,: ,Middle East & Africa, ,_,2021-06-20,2023-09-26,0.84,0.86,2107,-778
__001:,"00SUP8contact 000datatotal, _",Middle East & Africa,: ,a,2020-07-14,2023-09-26,0.82,0.83,1566,-778
", ",quality ,North America,contract_59_:,"totals, ",2020-05-03,2023-09-26,0.89,0.8,1983,-778
: ,_delivery,Asia Pacific,total:_ ,"totalon, ",2021-05-30,2023-09-27,0.82,0.86,1910,-777
"contact_8,-on_00",countrysupplier: ,Asia Pacific,",.",,2019-12-05,2023-09-27,0.92,0.88,2021,-777
: ,",",Latin America,5SUP,", orders",2018-11-22,2023-09-27,0.86,0.8,1897,-777
:00-10lsupplied,: ,Asia Pacific,__time_end18contactemail,country4,2021-03-15,2023-09-27,0.87,0.88,1006,-777
:on0000:,}_}id3}6 ,Asia Pacific,: ,: ,2018-12-28,2023-09-27,0.87,0.77,3116,-777
 ,n ,Latin America,-{7T00, ,2021-04-30,2023-09-28,0.87,0.8,866,-776
", ",",",North America,supplier1 ,,2020-07-22,2023-09-29,0.92,0.78,2058,-775
,", ",Asia Pacific,country,", ",2020-01-10,2023-09-29,0.86,0.78,3120,-775
00,,North America,,: ,2021-07-22,2023-09-29,0.82,0.87,1338,-775
: 0 ,: ,Latin America,:contact5,on_,2020-07-12,2023-09-29,0.91,0.87,1925,-775
: ,5-:-,Latin America,",",", ",2019-02-17,2023-09-29,0.93,0.77,1880,-775
:@4}region@email ,", id",Latin America,14,,2019-05-01,2023-09-29,0.86,0.77,2108,-775
", ",} ,Middle East & Africa,: ,_delivery ,2018-05-10,2023-09-29,0.93,0.87,2671,-775
: ,_}{:region,Middle East & Africa,: ,,2019-08-05,2023-09-29,0.86,0.77,2461,-775
", ",: 70: ,Europe,SUPcontact-,,2018-05-16,2023-09-30,0.93,0.81,801,-774
: ,"contract,__,{9",Europe,data:. 0,.__,2019-02-05,2023-09-30,0.85,0.78,2119,-774
_  ,: -_email,Middle East & Africa,data,score,2019-03-18,2023-09-30,0.88,0.86,729,-774
countryemaildelivery{,send,Asia Pacific,:_end,"o,",2019-07-10,2023-09-30,0.93,0.8,981,-774
a_}_s,supplier 7,North America,"supplier,id00, ",: ,2019-04-01,2023-09-30,0.82,0.79,752,-774
: ,", ",Asia Pacific,",-.o7s",",region",2018-09-30,2023-09-30,0.88,0.81,2138,-774
,sname,North America,o00supplierid,9_:time9o{,2020-07-10,2023-09-30,0.86,0.84,2758,-774
", ",supplier_4 ,Latin America,:name-,total,2021-01-14,2023-09-30,0.82,0.77,879,-774
}region,supplier_}_,Europe,:: ,":, ",2019-08-23,2023-09-30,0.85,0.88,2767,-774
",total_deliveryi", 0total,Asia Pacific,", ",", ",2018-05-10,2023-09-30,0.83,0.88,1086,-774
_score,"deliverya1_,",Europe,",_supplier ",8 ,2020-11-18,2023-09-30,0.85,0.88,540,-774
on@delivery_-T00contact10-,total_ ,Asia Pacific,0-6-nend ,", ",2018-09-18,2023-09-30,0.9,0.88,1241,-774
supplied,end ,Asia Pacific,"-,-1}{:",", ",2020-08-18,2023-09-30,0.88,0.86,2112,-774
:{ ,-n: ,North America,"}-29_SUP_region,00email:{00",",time ",2021-04-08,2023-09-30,0.87,0.88,540,-774
1_ ,countrycountry2--014{,Latin America,onend,0000.,2021-06-04,2023-09-30,0.82,0.82,735,-774
_ S_: ,,Asia Pacific,: _4{,.,2019-05-10,2023-09-30,0.82,0.88,1572,-774
p.-{a8:16:00,idsupplier007:00,Middle East & Africa,: ,,2019-02-28,2023-09-30,0.82,0.88,1553,-774
supplier__email,00end ,North America,supplied_,SUP,2021-07-22,2023-09-30,0.91,0.85,1862,-774
,"S-,{end13_",Europe,00_ordersstart ,n00:,2020-09-05,2023-09-30,0.93,0.77,2112,-774
: ,: ,Asia Pacific, ,SUP-00800 ,2018-07-20,2023-09-30,0.88,0.77,2119,-774
total_,: ,North America,"suppliersuppliern,, ",qualitytimeorders,2019-01-15,2023-09-30,0.82,0.88,2898,-774
,n ,Asia Pacific,contract-,_id1,2018-06-12,2023-10-01,0.83,0.88,1474,-773
",8{",SUP ,North America,: ,_,2018-05-10,2023-10-01,0.82,0.82,871,-773
supplier,-8qualitydelivery412{}0datatime ,Middle East & Africa,Atime_,,2019-06-03,2023-10-02,0.93,0.81,1306,-772
supplied,region_00_,North America,on,00 ,2020-07-22,2023-10-02,0.89,0.86,2104,-772
,: ,Latin America,", time-id.2o@ontime{{suppliedsuppliedregion00: 0}",::supplied81orderscontractorders_p,2020-09-08,2023-10-02,0.89,0.79,2826,-772
} ,:.: ,North America, 0-,total,2020-01-05,2023-10-03,0.89,0.85,711,-771
T00_data ,"supplied@supplied,email",Latin America,,",8contract_00,po, ",2021-01-03,2023-10-04,0.93,0.83,3113,-770
rate____,:: ,Asia Pacific,: ,00:,2021-01-02,2023-10-04,0.82,0.8,1302,-770
Atotalsupplier ,,North America,5deliveryla,supplier_::,2019-11-22,2023-10-05,0.88,0.82,1277,-769
00,e,Latin America,p ,",-: ",2018-05-10,2023-10-05,0.87,0.78,2330,-769
1SUPidsupplied00,: ,Asia Pacific,",quality.","00, ",2021-04-22,2023-10-08,0.83,0.82,1259,-766
 ,1-s8:quality ,North America,}total,s---la.,2019-02-13,2023-10-08,0.88,0.84,666,-766
:_00: ,sid,Latin America,l{,"data, ",2018-05-10,2023-10-09,0.83,0.88,1683,-765
00_:,_name 0countryquality,Europe,__,countryorders,2018-09-08,2023-10-10,0.91,0.8,1012,-764
,":,",North America,",supplied",: ,2021-07-15,2023-10-10,0.87,0.87,3099,-764
,country4a,North America,SUP--,,2019-09-05,2023-10-10,0.93,0.8,1340,-764
2score-2 ,onT00,Europe,supplierSUP,":-{,T008e",2019-09-20,2023-10-10,0.93,0.82,1224,-764
datacontract00region,: ,Europe,"contacttotal-time,contract, 00}:, ",: ,2018-09-08,2023-10-11,0.89,0.81,1638,-763
",{_",total_ ,North America,:: ,contract@,2018-05-10,2023-10-11,0.86,0.87,3115,-763
 0 ,: ,North America,supplier_orders-supplier:contact_.orders007,qualityon,2018-05-10,2023-10-12,0.82,0.82,714,-762
",",: _,Middle East & Africa,:supplier_0,00: ,2018-05-10,2023-10-12,0.82,0.81,2112,-762
contact:8}, ,Europe,9ss_e, ,2021-02-17,2023-10-12,0.93,0.87,540,-762
supplied ,,Latin America,8 ,contractid_supplier,2021-03-12,2023-10-12,0.82,0.88,1310,-762
{00,: ,North America,00supplier{endid,:00,2019-04-22,2023-10-12,0.93,0.77,3104,-762
", ",sstart6-SUP_,Middle East & Africa,{s}on,: ,2020-01-30,2023-10-12,0.84,0.88,552,-762
on00}363,: ,Europe,: ,_8orders{,2020-01-20,2023-10-12,0.93,0.86,1266,-762
suppliertotal_,:country,North America,: ,,2018-05-10,2023-10-12,0.83,0.77,3102,-762
", ",-: ,Latin America,:,".00-,, ",2019-12-14,2023-10-12,0.83,0.85,3112,-762
":-@a,}.supplied-",: ,Europe,contactstart2_a,:o2,2019-06-05,2023-10-12,0.93,0.85,930,-762
",o,contract_3: ",9,Asia Pacific, 0.supplieremail_,:nT001: ,2021-07-22,2023-10-13,0.86,0.86,993,-761
: ,T00,Asia Pacific,88_}liccountry,: ,2020-07-08,2023-10-14,0.93,0.83,2121,-760
 ,8_suppliedtime 07,North America,}: .{ ,,2019-12-03,2023-10-14,0.82,0.77,2767,-760
: ,: ,Asia Pacific,: ,.ao.7_28id__start,2018-05-10,2023-10-14,0.93,0.88,2850,-760
contractp,: ,Asia Pacific,,: {,2018-05-10,2023-10-14,0.86,0.81,994,-760
.start: ,:00id_end,Asia Pacific,:SUP,", ",2019-05-05,2023-10-14,0.93,0.88,2810,-760
,a ,Europe,a5a_, ,2021-05-22,2023-10-17,0.93,0.77,3120,-757
202,contractcountryscore ,Latin America,,":, ",2018-12-29,2023-10-17,0.9,0.77,1092,-757
contact: , 0,Europe,supplied,_score_,2019-11-20,2023-10-18,0.82,0.8,2972,-756
._, ,Latin America,"00total-,219name:7 ",contact_n ,2020-11-10,2023-10-18,0.92,0.83,829,-756
",time ",contract_rate,Asia Pacific,: ,total._id,2020-02-08,2023-10-18,0.82,0.83,3105,-756
", ",7e,Europe,id}__delivery,SUP,2018-08-05,2023-10-20,0.83,0.86,543,-754
: ,contact ,Asia Pacific,", ","a{-0081, 9",2018-05-10,2023-10-20,0.83,0.78,2170,-754
" 0, ",: ,Middle East & Africa,supplied69-0,00: ,2021-07-03,2023-10-20,0.82,0.77,682,-754
_data: ,supplier73data00supplier ,Asia Pacific,"countryon 0,0T00, ",supplier ,2019-12-30,2023-10-20,0.84,0.88,1268,-754
- ,: ,Asia Pacific,contractorders.ic__2time,,2019-09-10,2023-10-21,0.93,0.84,563,-753
deliveryT00:00,,Latin America,"_,2","contract7T00,",2018-07-30,2023-10-21,0.86,0.77,836,-753
",00 country, T00",:score,Asia Pacific,. ,oncountry,2018-11-08,2023-10-22,0.88,0.77,1248,-752
":onaiqualityi{, ",n,North America,contract:orders:country,"total, ",2018-12-01,2023-10-25,0.93,0.86,1342,-749
,-:,North America,{,}7,2018-05-10,2023-10-25,0.82,0.88,3118,-749
:9}suppliercontacts,__name ,North America,.8@on ,", ",2020-06-05,2023-10-25,0.82,0.88,1980,-749
:1, ,North America,,"_contract,pT00- -_atotal2total 0:_ ",2019-09-03,2023-10-28,0.82,0.83,1331,-746
SUPquality-,,Europe,:: ,_countryemaila,2021-07-22,2023-10-29,0.89,0.82,1237,-745
", {",: {,Middle East & Africa,"1, orderstimel",9,2021-02-02,2023-10-30,0.93,0.87,1869,-744
:800,: ,Middle East & Africa,:- ,,2020-10-03,2023-11-01,0.82,0.88,754,-742
"quality:.contract1, ",: ,Latin America,: ,T00 9.__supplied_00_000,2019-07-18,2023-11-01,0.93,0.82,981,-742
,: ,North America,_on00,: ,2018-09-01,2023-11-01,0.83,0.78,872,-742
_,delivery_a,Europe,_009supplier_--,o}e0,2020-05-02,2023-11-01,0.93,0.88,1369,-742
on.-}s@,", ",Latin America,: rate_},: {,2018-05-10,2023-11-01,0.82,0.81,2108,-742
",_start:delivery}0ostart",A:T0012semail00{ s,Asia Pacific,", ",qualityquality 9_-end1 ,2021-04-14,2023-11-01,0.88,0.83,540,-742
4-name9end: ,:,North America,-_7SUP,":quality, ",2018-05-10,2023-11-01,0.93,0.82,875,-742
", ","4, ",Europe,contract,"},contract",2018-07-03,2023-11-01,0.86,0.87,1854,-742
: ,p,Middle East & Africa,region,:0,2020-06-12,2023-11-01,0.83,0.88,706,-742
region84:,: ,North America,"psuppliersupplier3,. ",_,2018-05-26,2023-11-01,0.82,0.88,665,-742
_ ,: ,North America,"region, countryp8",:_-T00}..p,2018-06-05,2023-11-01,0.89,0.77,2103,-742
,005,Europe,",-T003contractT00: ",:o.1_,2021-07-22,2023-11-01,0.93,0.88,1009,-742
:.id,",1",Latin America,,", ",2020-07-22,2023-11-01,0.88,0.82,2107,-742
-1_start,00:: ,North America,,: ,2018-08-18,2023-11-01,0.82,0.77,2101,-742
end_name, ,Asia Pacific,"o00, ",_n,2019-07-12,2023-11-02,0.92,0.82,1841,-741
T00_orders-23_id,: ,Europe,:,",_sstart: ",2021-07-21,2023-11-02,0.91,0.77,644,-741
supplied,contract:,Latin America,",- ",:ratee__on00: ,2019-02-22,2023-11-02,0.82,0.77,948,-741
suppliedscore00:__id,s -,Europe,supplier ,},2021-03-14,2023-11-02,0.86,0.88,955,-741
", ",", ",Asia Pacific,_endrateorders,:,2019-09-29,2023-11-02,0.92,0.84,3120,-741
_@,,North America,: ,contract_start,2018-05-10,2023-11-02,0.83,0.88,1257,-741
datas, ,Asia Pacific,:SUP,: ,2020-05-10,2023-11-03,0.93,0.87,667,-740
: ,,Asia Pacific,.9___{,: ,2019-05-20,2023-11-03,0.82,0.8,882,-740
:orders5{,",delivery",Latin America,"-name004total, ",contact_82ratecontractname ,2018-05-10,2023-11-03,0.93,0.77,2682,-740
8__00delivery, ,Europe,id_id.,: ,2019-07-22,2023-11-03,0.93,0.88,1892,-740
:data_time1} ,", ",Europe,: ,-,2018-07-03,2023-11-03,0.89,0.84,712,-740
: ,@00,North America,___ ,: ,2018-11-12,2023-11-03,0.82,0.81,1249,-740
_end,}00: ,Europe,: ,supplier_1}{:se,2021-07-20,2023-11-03,0.93,0.88,1380,-740
.,: ,Europe,_. 0,202 ,2019-03-17,2023-11-03,0.82,0.83,721,-740
: ,202,North America,,":00, ",2019-07-21,2023-11-03,0.88,0.8,3100,-740
_ 0_ ,end: ,Asia Pacific,: ,,2018-05-10,2023-11-03,0.82,0.88,1245,-740
: ,supplier__country,Asia Pacific,"a 0contract,__",: 0email,2019-05-24,2023-11-03,0.82,0.88,1664,-740
: ,id:,Europe,:,: ,2021-07-22,2023-11-03,0.92,0.86,710,-740
",s ",00,Asia Pacific,on6 ,: ,2018-05-10,2023-11-03,0.82,0.85,3120,-740
,},Europe,: ,:.l ,2018-05-10,2023-11-03,0.87,0.82,1340,-740
", ",", ",Europe,_ ,",namep,-T007{,.,4",2020-07-30,2023-11-03,0.93,0.88,2616,-740
", ",:data00 ,Europe,,sname,2020-07-06,2023-11-04,0.82,0.81,1302,-739
:le,on: ,Europe,start l,"_supplied, _00country",2018-08-08,2023-11-04,0.88,0.81,1572,-739
", ",_,Europe,total_9,contract_s:s-{,2020-07-20,2023-11-05,0.88,0.78,757,-738
nameo_time_,} ,Asia Pacific,:: data},: ,2018-05-13,2023-11-05,0.88,0.83,757,-738
_ ,"l, ",Europe,contract_end-7country,: ,2018-05-10,2023-11-05,0.92,0.87,540,-738
on_delivery_,-00-2-_.9:00,Europe,: ,: acountry,2019-08-22,2023-11-05,0.88,0.82,829,-738
", ",", ",Asia Pacific,,start,2018-05-10,2023-11-05,0.88,0.84,1574,-738
supplier-country,SUP,Europe,,:_deliverytime,2021-07-22,2023-11-05,0.83,0.84,1887,-738
.,:,Asia Pacific,",orders, ",_time-_time_: ,2018-09-20,2023-11-05,0.82,0.83,693,-738
: ,,Asia Pacific,",00,{",quality ,2020-11-15,2023-11-05,0.93,0.82,1361,-738
", .",", ",Asia Pacific,", ",1aa2: ,2018-05-14,2023-11-05,0.82,0.85,1451,-738
country,9 ,North America,4i:_e,: ,2020-07-30,2023-11-05,0.92,0.83,985,-738
:,53names,North America,,: e,2019-10-10,2023-11-05,0.93,0.84,1946,-738
,:,Europe,": ___quality_ 000_, ",",-_i: ",2021-07-22,2023-11-05,0.92,0.86,1515,-738
"},quality_id",: ,North America,: ,",7",2019-04-03,2023-11-05,0.93,0.83,1048,-738
on_2supplied_end, 0 ,Asia Pacific,supplier:time}startlstartsuppliedT00:00 ,SUP-,2020-09-12,2023-11-05,0.93,0.77,1236,-738
,s,Middle East & Africa,_,":005eonl8s009T00sT00, ",2018-12-17,2023-11-06,0.82,0.81,1480,-737
,a____scoreT00,Europe,: ,: ,2021-07-12,2023-11-06,0.93,0.81,545,-737
: ,:00,Latin America,-00,"contract,total_ 0id",2020-12-01,2023-11-06,0.87,0.87,1622,-737
: {,2,Asia Pacific,{1 ,on_},2020-08-03,2023-11-07,0.93,0.86,2105,-736
._id,contract__rate{_00,Middle East & Africa,"supplier, ",", ",2021-06-29,2023-11-07,0.86,0.78,3110,-736
quality_a} ,", ",Latin America,: ,: ,2020-02-22,2023-11-07,0.82,0.88,811,-736
,on4-}time5___ 0contact ,North America,,,2020-02-15,2023-11-07,0.88,0.83,882,-736
region005.deliveryidl,"contactn,2 000supplied, ",Europe,",supplier_0000",8a ,2018-05-10,2023-11-08,0.93,0.88,545,-735
id_ ,: ,Europe,data,: 0,2021-05-12,2023-11-08,0.82,0.84,3101,-735
202{_9_ ,:time___:_deliverysupplied,Europe,:00T00:eorders_ ,: ,2020-02-10,2023-11-08,0.82,0.83,3105,-735
SUP ,": {, ",Latin America,: {id_timedeliverytotalorders , 0,2019-02-22,2023-11-09,0.87,0.88,3109,-734
contract2{name,",-_score:i",Asia Pacific,:supplieron: ,on5a7start@,2018-11-15,2023-11-09,0.93,0.82,1910,-734
", ",", ",North America,"SUP, ","}{:, ",2020-10-15,2023-11-09,0.88,0.88,1857,-734
", ",_supplied,Asia Pacific,: ,: ,2018-12-02,2023-11-10,0.84,0.81,1899,-733
supplier,:end.,North America,8. 0rate0contactscoren_: ,-}00,2021-01-01,2023-11-10,0.88,0.86,662,-733
___orders,id..,Asia Pacific,"onrate,9",", ",2020-07-03,2023-11-10,0.82,0.88,3034,-733
name,:regiondelivery,Europe,-,,2018-06-03,2023-11-10,0.84,0.87,781,-733
",p ",_quality00,Europe,onquality}{,",",2018-07-03,2023-11-11,0.82,0.85,1376,-732
: ,: ,Asia Pacific,", ", ,2018-06-05,2023-11-11,0.84,0.83,3100,-732
contract4{,contact_orders9__id,Europe,",, ",: ,2020-11-12,2023-11-11,0.88,0.88,862,-732
", ",1: ,Europe,ratesupplier,,2020-02-05,2023-11-11,0.88,0.87,881,-732
 ,: ,North America,:,", ",2019-07-20,2023-11-11,0.82,0.77,1123,-732
 ,_time,Asia Pacific,", ",:email-: ,2018-05-10,2023-11-11,0.89,0.79,683,-732
,:,Europe,"-,, ",SUP,2019-01-08,2023-11-11,0.89,0.77,920,-732
supplier9,-,Europe,supplier_8 ,: ,2021-01-21,2023-11-12,0.82,0.83,1086,-731
: ,: ,Europe,-4 ,name,2020-10-30,2023-11-12,0.9,0.88,1201,-731
o}total869: ,", ",Asia Pacific,:00,:_rate,2020-12-20,2023-11-12,0.86,0.85,540,-731
", ",: ,Europe,{ 0-T00_00,: 00S,2021-02-28,2023-11-12,0.82,0.82,1562,-731
",}i__id 8",score,Latin America,00,"-n-0000}}o}rate87, ",2018-12-03,2023-11-12,0.82,0.87,1539,-731
,0,North America,":-,score",}: ,2021-07-22,2023-11-12,0.86,0.88,2174,-731
", ",:00s,Middle East & Africa,name,quality,2021-07-22,2023-11-12,0.82,0.84,2109,-731
 ,@a@supplier ,Europe, ,ratesupplier ,2018-05-10,2023-11-12,0.86,0.83,652,-731
etotala.,_5_time {,Europe,: ,:9_5:data,2018-08-18,2023-11-12,0.88,0.83,768,-731
", _",: ,North America,1: id,", ",2018-12-10,2023-11-12,0.86,0.77,1289,-731
A totalaorders ,"nn4, ",Latin America,",pnregionemail20",name ,2020-02-05,2023-11-12,0.92,0.77,2192,-731
":, ",,North America,_ ,onscorea9}on: ,2021-07-22,2023-11-12,0.93,0.83,1889,-731
:supplied -s," 0time 0_, ",Asia Pacific,:00id}_,: ,2019-08-21,2023-11-12,0.83,0.77,1344,-731
idcontractscore{,", .:} ",Middle East & Africa,supplier,"s.,, ",2019-07-28,2023-11-12,0.88,0.85,650,-731
suppliedsupplier,data{e,North America,", ",rateid ,2019-11-03,2023-11-12,0.82,0.88,2750,-731
: ,score_,Europe,",",country,2020-07-12,2023-11-12,0.93,0.81,2904,-731
supplier_idsupplier_email_},: ,Europe,: ,contract4,2020-08-01,2023-11-12,0.82,0.8,1980,-731
contact ,start9{o_11{,Latin America,on{_T00 0003@o,_0start2_,2020-07-01,2023-11-12,0.88,0.88,651,-731
", , ",supplier,North America,", ",region,2021-07-22,2023-11-12,0.83,0.88,1347,-731
, ,Middle East & Africa,country2,"suppliedSUPs_,start",2019-08-01,2023-11-12,0.83,0.81,3111,-731
contract00,"}7supplier,",North America,contact_,: 1supplier 0id,2020-06-03,2023-11-12,0.93,0.88,1553,-731
291:-SUP:_delivery,"0time, ",Europe,",T00contract",:data,2020-11-03,2023-11-12,0.83,0.81,1979,-731
,:: ,North America,"5-,T00time3, 9_1_score_delivery",: ,2021-07-15,2023-11-12,0.93,0.85,2002,-731
", ", 0supplier,Middle East & Africa,:delivery,", ",2021-05-01,2023-11-12,0.93,0.78,1463,-731
score__1,: ,Europe,--00: ,00-1contacta--{p ,2021-07-22,2023-11-12,0.93,0.82,1857,-731
quality,: -,Asia Pacific,contactid ,deliveryendquality,2020-03-12,2023-11-12,0.82,0.82,2925,-731
"_supplied_-}T00,: ", ,Latin America,", ",contact ,2020-12-22,2023-11-12,0.84,0.78,719,-731
: ,data,Europe,"acontract9idname-_,countryorate",: delivery{,2020-12-01,2023-11-12,0.93,0.88,663,-731
: , ,North America,total-,", 8_",2019-05-22,2023-11-12,0.87,0.84,2888,-731
,country,Middle East & Africa,_,a}: 0rate_0,2018-05-10,2023-11-12,0.88,0.8,1562,-731
.00:,00,Asia Pacific,:.score ,: {,2021-02-12,2023-11-13,0.82,0.81,1893,-730
400 ,: ,Europe,: ,,2021-03-14,2023-11-13,0.92,0.87,863,-730
,contractdelivery7,North America, ,: ,2021-03-14,2023-11-13,0.82,0.87,1240,-730
: ,", ",Latin America,", "," 0p.8id, ",2021-07-20,2023-11-13,0.82,0.88,560,-730
: ,", ",Europe,s{,", i_name,00",2019-08-18,2023-11-14,0.84,0.88,1881,-729
- ,",",North America,: ,__deliveryname,2019-12-04,2023-11-14,0.88,0.88,737,-729
8 , 0,Asia Pacific,o__: ,contract,2019-07-02,2023-11-14,0.93,0.86,927,-729
"total,",supplier,Middle East & Africa,":,supplied ",} ,2021-07-22,2023-11-14,0.93,0.85,549,-729
country5}o,: ,Europe, ,:,2019-03-12,2023-11-14,0.82,0.86,1880,-729
total_s,", ",Europe,data contract,",emailidtime,2{@T00, 0.contactsupplier.",2019-11-17,2023-11-14,0.92,0.88,1362,-729
:-00: 00,,Europe,@0T00 ,"SUPa:, ",2019-02-28,2023-11-14,0.93,0.87,1369,-729
contact:,: ,Asia Pacific,": 5.-,contact_:total",: ,2019-03-12,2023-11-14,0.92,0.88,2793,-729
 09: ,: ,North America,"suppliercontracts8, ",contract5,2021-07-22,2023-11-14,0.93,0.77,1295,-729
-,,Latin America,"SUP-p_time}8.0, ",region,2020-08-30,2023-11-14,0.91,0.88,739,-729
contact__,: _score,Asia Pacific,",end ",-supplierstotalscore:-T002 0: ,2019-07-19,2023-11-14,0.87,0.88,1676,-729
: ,",: 0.,orders ",Latin America,00  ,,2020-11-12,2023-11-14,0.92,0.87,540,-729
-4ordersT00: ,: ,Latin America,",__id_",": 8, ",2018-12-20,2023-11-14,0.93,0.88,3115,-729
", ",,North America,: ,:00,2021-02-10,2023-11-14,0.87,0.88,2102,-729
total_deliveryid5i,: ,North America,: ,:{,2019-01-21,2023-11-14,0.93,0.77,546,-729
:e8data{,,Asia Pacific,n {,: ,2019-01-05,2023-11-14,0.82,0.88,839,-729
: ,",_p: ",North America,"region,delivery: ",},2020-09-01,2023-11-14,0.93,0.79,540,-729
oid,7,Latin America,qualityT003-_@.p,: ,2020-12-17,2023-11-14,0.82,0.83,914,-729
00_,: ,North America,: ,,2018-07-22,2023-11-15,0.86,0.81,1503,-728
_},}_: ,Latin America,", ",supplier9_00 ,2020-12-20,2023-11-15,0.93,0.88,643,-728
",- ","region-0supplier-, ",Europe,suppliedcontacta_0,supplier_}endtimeend,2019-07-22,2023-11-15,0.93,0.82,868,-728
