supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied
country8 ,:00 ,Europe,"SUP-, ",: ,2019-07-12,2022-04-14,0.93,0.87,962
: 0 ,", ",Europe,:: ,:_time_,2020-07-02,2021-12-01,0.82,0.87,1336
T00-:00,",supplier ",Europe,contract7: ,: 9-,2020-05-10,2023-12-05,0.82,0.8,1290
: ,: ,Asia Pacific,ontotals__9,onscore,2021-07-20,2023-06-11,0.82,0.87,2226
":,.1_}@",:00id ,Europe,supplier_00.,contact ,2018-05-10,2026-01-12,0.91,0.84,540
0_ende,S,Europe,,",",2020-07-14,2025-04-10,0.92,0.87,1589
: 0,score--00,North America,econtractcontract__supplier: ,@2,2019-11-12,2024-11-12,0.82,0.77,1252
00 ,":95, ",Middle East & Africa,",8score",contract:SUP ,2018-05-14,2025-04-08,0.82,0.87,1001
", ",: 0: ,Europe, 0__:on.stime_,00,2019-02-08,2021-12-01,0.87,0.86,1569
4as,S,Europe,"start, ",total-{supplier,2019-01-18,2023-09-12,0.91,0.84,1003
: ,region9: ,Asia Pacific,_end00,", 4contractcontract",2018-08-20,2022-09-21,0.86,0.77,3102
:,0timesupplier6_,Europe, ,n4,2018-05-10,2024-05-03,0.86,0.81,755
8_.,qualityend,Asia Pacific,":00_, ",: ,2019-04-12,2024-01-14,0.83,0.83,3118
00:{_,"contractn 0id, ",Latin America,contact_00,",_end_7-",2020-12-20,2024-07-14,0.92,0.77,879
"squalityT00_, ",s ,Europe,", ","total00,.28rate",2020-06-14,2025-07-12,0.88,0.83,1982
"a_, ",so6:ai00 ,Europe,",9s}-__{",,2019-01-10,2024-07-29,0.82,0.84,1409
_7SUP_ 0.total_, ,Europe,-: 1a_0n5,qualitynamesupplied,2018-05-10,2026-01-12,0.93,0.88,1328
::quality,,Europe,p,: ,2021-06-08,2021-12-01,0.82,0.77,1885
: ,supplier ,Latin America,: ,end ,2018-11-11,2026-01-12,0.87,0.82,3120
", {",ST00: ,Asia Pacific,:,",contact-",2018-05-10,2026-01-12,0.82,0.88,764
:.id,",1",Latin America,,", ",2020-07-22,2023-11-01,0.88,0.82,2107
region-_supplied,", ",Europe,,id,2020-07-29,2022-05-18,0.93,0.88,3109
":,supplied",00,North America,: ,contactncontacton_9id,2020-07-22,2024-04-30,0.93,0.85,1682
A,supplier,Asia Pacific,l700,4 ,2021-07-05,2024-01-12,0.82,0.83,1018
"supplier-__::00:.8, {",supplier,Asia Pacific,":,eon_s",", 7:",2021-05-22,2025-01-21,0.93,0.88,835
:800,,Latin America,{,: ,2020-09-01,2021-12-01,0.92,0.84,1638
__total,:,Europe,contract_T00,}_,2020-07-27,2025-09-29,0.88,0.82,869
 a,4-: 0.a,Europe,",0000T00}9: ",:.500id}6_,2018-09-14,2024-02-23,0.9,0.77,664
__,,Europe,,: ,2021-07-22,2023-06-25,0.86,0.88,752
}oo,: ,Europe,75_-_,contact,2021-07-08,2025-05-04,0.93,0.88,3087
: ,: ,Latin America,: ,", ",2020-12-05,2025-04-15,0.93,0.78,887
suppliers ,contactl-_rate1-:contract_ ,North America,supplied,,2020-07-20,2026-01-12,0.84,0.81,1463
contractstart,-,Europe,",countryl",T00{,2020-03-12,2022-02-07,0.9,0.77,2293
data ,", ",Asia Pacific,_:scoredelivery,",} 02email4n-.contract ",2019-05-17,2023-01-14,0.92,0.87,715
: ,: ,Europe,,202,2020-05-01,2023-05-14,0.93,0.85,1357
"1._start,-.: ","supplier.--00T0000:, ",Middle East & Africa,",@{idn: ",: ,2019-06-01,2024-05-09,0.93,0.8,922
:quality,contact,Latin America,: {id_: _,name,2019-07-15,2021-12-05,0.83,0.86,3105
" 00_time2,00.suppliedtime_",_,Asia Pacific,:,",002",2019-11-22,2021-12-14,0.89,0.77,549
name,supplier_00,North America,", ",: ,2018-07-05,2023-09-12,0.92,0.83,788
200,",suppliedscore",Europe,_ ,country,2020-06-05,2021-12-01,0.93,0.79,1283
00,}id,Europe,", ",2024,2018-05-10,2021-12-01,0.82,0.88,1000
S,",-a ",Europe,__@supplier1_,: ,2018-12-01,2023-01-02,0.9,0.85,733
:-{: ,_,Middle East & Africa,5,: ,2018-08-01,2026-01-12,0.83,0.83,2989
s,_3supplied,Europe,", ",_start6l,2020-10-22,2025-11-19,0.93,0.88,790
:data,: ,Europe,contract_name 0__11: ,: ,2020-07-12,2023-12-06,0.82,0.84,541
on,:orderscontact id,Europe,Aemail,"00, ",2021-07-20,2024-02-29,0.83,0.8,3052
A: __,country ,Middle East & Africa,supplied,_ 00,2019-03-27,2022-12-21,0.83,0.87,916
{_name,",contract 0 ",Asia Pacific,_:},: 00_ordersstart,2021-07-10,2025-01-22,0.82,0.81,1568
_-3: ,id,Middle East & Africa,supplier,country,2018-08-22,2023-03-05,0.85,0.77,1481
 country_,":00, ",Europe,country , ,2020-08-20,2023-05-12,0.93,0.83,1243
: ,supplier--13suppliedncontractsupplier8 time8_total 0__._5 ,Europe,,region 0--1: ,2018-07-04,2025-12-03,0.92,0.84,1317
4_},suppliercountry_,North America,", ",",_a",2020-03-10,2025-01-10,0.86,0.83,756
,},Europe,: ,:.l ,2018-05-10,2023-11-03,0.87,0.82,1340
supplier ,datasupplier_supplied_-delivery: ,Europe, _,_ 0,2019-07-17,2023-01-12,0.82,0.82,2079
_email, ,Asia Pacific,: ,":, ",2020-08-11,2023-09-21,0.82,0.79,3120
86,contract,North America,,_l0037-7rateon,2019-01-12,2023-02-10,0.86,0.86,875
contract-s,:@,Latin America,supplier: ,202,2018-05-10,2024-09-23,0.93,0.88,3120
,", ",Europe,", ",:: ,2018-07-03,2024-11-05,0.86,0.82,1477
@_rate ,":00.{, ",Middle East & Africa,: score_,:ne9T00_{1se,2018-05-10,2023-01-12,0.88,0.8,973
_T00idnamequalityso,country,Latin America,", ", ,2019-01-15,2023-09-12,0.92,0.88,2640
: ,,Asia Pacific,",00,{",quality ,2020-11-15,2023-11-05,0.93,0.82,1361
_72endT00,: ,North America,S_contract,T00:-contract4iscore:_score,2019-02-02,2024-01-21,0.83,0.8,701
: ,id:,Europe,:,: ,2021-07-22,2023-11-03,0.92,0.86,710
8_,: ,North America,",supplied",,2020-03-21,2021-12-02,0.88,0.82,554
 ,: ,North America, ,8 ,2018-05-10,2022-09-15,0.93,0.78,980
_id,00suppliedscore,Asia Pacific,contract ,",delivery_58: 7",2019-05-01,2022-05-25,0.82,0.87,2924
,"As:, ",Europe,contract- :l,on_supplied,2021-07-20,2026-01-12,0.93,0.87,966
: orders 00000, 0_n_nameenda,Asia Pacific,84 time_50:e,:o,2020-09-18,2023-12-14,0.82,0.88,1493
":, ",region,Europe,_-T00,: 00,2021-04-17,2025-03-07,0.84,0.87,1237
", ",", ",Europe,",suppliercontract_email:l ",onn ,2019-09-27,2023-01-25,0.89,0.77,739
: 0 ,: 0iSUPescore_97a,Europe,:on,,2020-12-14,2022-02-14,0.91,0.86,923
 ,: ,Europe,: ,: ,2018-07-20,2026-01-12,0.82,0.88,1555
region: , ,Middle East & Africa,,end},2019-07-24,2024-01-17,0.82,0.79,1476
name,: ,Asia Pacific,l22SUP,total00,2020-03-22,2022-09-07,0.93,0.88,712
: ,::5,Middle East & Africa,",delivery.3",n_scorenameemailcountry_ ,2018-07-10,2022-12-20,0.93,0.77,1004
", ",__total_suppliedesupplied__  0.rate5qualityi,Europe,contract__delivery,supplied,2018-05-10,2024-01-17,0.89,0.87,648
: , startid_: ,North America,:,,2020-07-22,2022-09-12,0.82,0.87,813
contract,p,Europe,",end-:contact_rateorders_score",: ,2019-12-10,2024-09-03,0.88,0.77,647
:.0el: ,51,Asia Pacific,supplier_nidT00-1 ,contract- ,2019-07-08,2026-01-12,0.83,0.86,2113
}_,"00:., ",Latin America,: ,osupplier_3on_,2020-01-10,2024-03-01,0.91,0.88,2076
{,:contract-,Asia Pacific,_,:a9,2019-07-29,2024-08-12,0.85,0.87,554
}regioni: , ,Middle East & Africa,: ,.: ,2021-02-01,2024-01-19,0.84,0.88,1991
" 000supplierdelivery---_,start",totaln ,Europe,supplier ,"region,score",2018-11-05,2022-12-12,0.82,0.88,2008
quality00 @,supplier_a,Latin America,aemail ,,2019-10-01,2024-03-01,0.9,0.88,1349
,s ,Europe,"rate,.end_:start9",contact: ,2020-08-29,2025-05-13,0.93,0.86,1992
-_end:00,: ,Asia Pacific,: ,: ,2018-07-14,2026-01-12,0.82,0.81,2111
 ,contract00,Asia Pacific,: ,:time_on-emailcontractnamesorders89_:delivery.s,2020-08-03,2021-12-01,0.93,0.83,1905
supplier:00} 0,"quality-_country, ",Asia Pacific,region, ,2021-07-05,2023-07-24,0.83,0.84,2045
", ",_,Europe,total_9,contract_s:s-{,2020-07-20,2023-11-05,0.88,0.78,757
quality{,country ,Europe,", ",: ,2021-02-28,2024-04-24,0.93,0.88,670
",",",._qualitys",Asia Pacific,"-_-onsupplier7,_0",SUP ,2018-11-05,2023-02-20,0.85,0.82,2889
on_ ,: ,Latin America,"contract, ", ,2020-11-12,2026-01-12,0.93,0.83,2117
:00,8,Europe,00data ,", ",2020-01-15,2024-03-15,0.93,0.86,976
"}}pp,:8 ",", ",Latin America,00-2:0: ,email.81_ ,2018-07-22,2023-05-10,0.82,0.79,1568
":, 9:, ",,Middle East & Africa,2_idorders ,: e,2019-02-18,2022-07-14,0.87,0.88,3109
"p,on",":quality-,_",Europe,country_@,supplier ,2018-08-03,2022-05-01,0.93,0.87,1366
: ,,Latin America,"SUP-00,-, ",:.-:00,2018-11-01,2026-01-12,0.93,0.87,1689
 contact_email,T00,Europe,:},0-_@totalsupplied3: ,2018-07-14,2021-12-01,0.82,0.86,993
",-00T00:-",:00s84i ,North America,7email.7on ,:icontact,2020-01-01,2026-01-12,0.86,0.87,3103
",delivery_ 0",: ,Middle East & Africa,9,: ,2019-05-03,2026-01-12,0.82,0.88,572
supplied: ,{total_,North America,:: ,: ,2019-03-12,2026-01-12,0.88,0.81,658
", ",supplieroo ,Middle East & Africa,",9",email ,2020-01-20,2026-01-12,0.93,0.77,716
4_ , ,Europe,:00startoa,contract__-8oi,2018-06-22,2022-12-01,0.82,0.81,1249
"on--03oT00supplied,,00, ",", ",Latin America,",.ic:00",",-9 0SUP-",2021-06-03,2022-06-13,0.9,0.88,726
00,2,Asia Pacific,, 0,2018-07-17,2025-12-22,0.82,0.81,1506
: {{5s_startid__,", ",Asia Pacific,:00 ,contract__,2020-08-21,2024-01-14,0.89,0.86,1555
_00rate:8T00}on,on_end{_,North America,"on, ",SUPi,2019-07-22,2026-01-12,0.93,0.82,880
 ,", ",Europe,}_s4n. ,-:}e90country84:.,2020-08-03,2025-01-15,0.83,0.86,866
-idscore00,,Asia Pacific,", , ",n: ,2019-07-08,2021-12-01,0.93,0.81,1485
",a_ ",-contactemail,Europe,datastarto,"ST00_a1}-e8{{S@3lordersp,4 ",2018-06-22,2021-12-01,0.87,0.88,746
,4_,Europe,"202, ",totalorders: ,2019-08-22,2026-01-12,0.84,0.88,990
", ",: ,North America,quality,"e,",2019-01-14,2024-12-20,0.82,0.88,540
--,_supplied:00,Europe,", ",} ,2019-06-17,2022-03-14,0.86,0.88,3104
supplier: ,4time01274i1,Europe,", ",__time,2019-04-23,2025-06-07,0.93,0.85,669
{_s 0end,- ,North America,"supplierT00, S} ",n-,2019-07-05,2023-07-18,0.91,0.82,1246
contact_score__5 ,-delivery_start},North America, 0 ,qualityquality_end,2018-05-10,2023-07-17,0.88,0.77,2855
quality8.82,", ",Europe,: ,",_",2021-06-30,2026-01-12,0.93,0.88,665
8country,", ",Latin America,"qualitydelivery7,start_",: ,2020-02-20,2024-02-12,0.93,0.83,982
country_iname 0start00timea_,: ,Middle East & Africa,qualitycontractsuppliersupplier_idquality,,2018-06-16,2023-01-01,0.87,0.88,2115
countryendp__,",: ",Europe,: ,contractsuppliertotalend,2018-09-21,2022-02-28,0.82,0.8,1484
p,,Latin America,T008,", ",2020-06-30,2024-09-16,0.82,0.88,1573
", ",} ,North America,SUP7: ,supplier}_4 0: 8__,2018-07-20,2024-01-29,0.93,0.87,717
: ,", ",North America,00rate ,:contract ,2018-08-23,2022-03-02,0.89,0.77,2110
", contract",: ,North America,_email,contacton-ons ,2020-07-25,2025-05-13,0.87,0.77,3113
rate9788{,,Latin America, ,:: ,2020-03-01,2025-03-28,0.92,0.85,947
total ,region: ,Asia Pacific,9time,: ,2020-02-14,2025-01-20,0.82,0.88,1352
: ,"onT008, ",Asia Pacific,,:_end{l}0,2020-07-10,2024-03-12,0.86,0.77,548
start,country 0-name_edelivery ,North America,S ,:country4,2019-06-03,2023-07-25,0.82,0.82,752
: ,: ,Europe,.___,quality,2021-01-03,2024-01-12,0.82,0.85,1365
,contract ,Asia Pacific,"00_,",{.T00_,2018-05-10,2024-01-11,0.82,0.83,1875
",8_contactid",}-1 .{,Latin America,,",00",2020-06-02,2022-12-14,0.87,0.78,1561
: ,T00,North America,} ,data,2021-07-22,2023-01-08,0.82,0.86,1290
", ",supplier_end,North America,",ototal",: ,2021-01-16,2023-01-10,0.93,0.88,1240
"contracto, {",", ",Middle East & Africa,202 ,:,2020-08-22,2021-12-01,0.82,0.77,1243
}1 ,n ,Europe,", ",supplier,2018-05-10,2022-03-30,0.83,0.84,1186
-a ,SUP__end1,Middle East & Africa,supplier_id2s__00,supplier{id,2020-12-08,2026-01-12,0.82,0.88,664
: ,: ,Europe,"startscorestarts4,_ ",,2018-09-22,2021-12-01,0.82,0.84,2995
T00_9,8,North America,: ,,2021-07-22,2026-01-12,0.93,0.81,1469
: ,supplier,Europe,1:supplier8: ,"supplier,9-:-1",2019-03-06,2023-01-01,0.93,0.86,1897
8,: ,Latin America,{, ,2018-12-01,2023-01-18,0.92,0.85,558
", ",,Latin America,", ",",-timeT00end5_--4: ",2020-08-15,2025-11-12,0.92,0.87,973
, ,Europe,region,e00,2018-07-02,2021-12-01,0.93,0.88,991
 , _,North America,}.ende: ,} ,2019-02-17,2025-03-02,0.82,0.87,1076
region,:  0,Europe,", ",supplierSUP-s,2019-02-05,2024-03-12,0.85,0.88,965
}oorderssuppliedtime}:@7-0},: ,North America,total2-n9@eendsupplier9__,:. 0aend,2018-09-22,2026-01-12,0.86,0.82,883
", ",: ,Europe,os,:-s.country.}4oicT0098on,2021-07-22,2024-01-12,0.82,0.87,2414
", ",oncontract___ ,Europe,_contract_,",",2018-05-10,2026-01-12,0.93,0.77,2118
_time_supplier,starton,Middle East & Africa,supplier ,"_rate,_9",2019-01-22,2023-05-14,0.89,0.83,2116
-T002naT00T00: 00,score_eo_nametime_  ,Latin America,"}.rate_7., ",a,2019-05-05,2024-05-05,0.93,0.77,2116
0supplier,,North America,"supplier8,1,_--timen00nemail.se4_,{3 0:-T0000: 0 0,, ",} ,2019-01-22,2023-11-23,0.82,0.79,540
":-,T00:: ",: ,Latin America," 08, ",region_rate1,2018-12-03,2023-07-14,0.87,0.88,754
: ,name,Europe,: ,:_ ,2019-06-15,2024-01-10,0.9,0.78,996
:00,: ,Europe,_email ,:. ,2020-07-14,2022-01-30,0.84,0.85,1235
_ 0_ ,end: ,Asia Pacific,: ,,2018-05-10,2023-11-03,0.82,0.88,1245
15-1T00T00:,,Europe,9score-ndelivery ,",5a-, ",2019-05-05,2022-05-20,0.93,0.88,2122
::o_delivery,contract_: ,Asia Pacific,name-,{-,2018-07-17,2022-12-10,0.88,0.84,2850
--:-,: ,North America, :id:rate}-: ,quality{ 0: ,2020-05-08,2024-06-09,0.82,0.83,862
contact ,:name,Europe,"1, ",,2021-07-22,2022-01-12,0.82,0.8,1934
supplier00:00: ,:00_0,North America,_orders- ,-quality_orders_{,2021-07-22,2026-01-12,0.92,0.8,662
quality__onidono,:.-,Middle East & Africa,:5 ,:ol{,2019-06-05,2023-09-01,0.93,0.85,1690
,"countryidname,.id",Europe,: ,",, ",2020-06-20,2024-04-05,0.86,0.87,1315
s,"datasupplier4, ",North America,: ,contact ,2019-12-03,2022-09-01,0.93,0.84,1230
:  ,_-,Latin America,_9 0__s,: ,2018-05-10,2024-09-12,0.86,0.87,1006
 0 ,contract_T00.T00: ,Latin America,: ,: ,2020-12-22,2022-12-03,0.86,0.88,1315
: ,,Middle East & Africa,: , 9,2019-07-20,2024-07-22,0.86,0.77,1982
S ,region_7,Europe,: {email,-,2019-06-03,2022-09-12,0.93,0.77,1257
,: ,Asia Pacific,":84,ordersic ",:.: ,2018-05-10,2026-01-12,0.82,0.81,2935
"00_, ",", ",Europe,: 0.,00dataid,2018-05-10,2024-01-29,0.87,0.85,3120
"quality, ", ,North America,00,"country_:00:-}7,name8n0sstart7quality_orderscontract, _delivery{",2021-03-18,2022-08-05,0.82,0.79,1363
_timeorders_,",_rate",Latin America,:  08:orders1id,", ",2018-11-01,2024-07-17,0.93,0.78,3101
_name,: a9 0_,Latin America,on {s4_} ,: ,2019-11-15,2023-03-12,0.91,0.87,712
_orders00namessupplied,: ,North America,", ",1country}ratesupplied_rate,2019-12-01,2024-05-12,0.86,0.78,1891
total: ,contact}contact- 0,Middle East & Africa,S ,email ,2018-05-10,2025-11-20,0.87,0.84,773
-:_00s,_ start,Europe,_ 0. ,on,2021-07-02,2023-01-18,0.89,0.88,1252
._id,contract__rate{_00,Middle East & Africa,"supplier, ",", ",2021-06-29,2023-11-07,0.86,0.78,3110
,: ,Asia Pacific,A_delivery,"11--, ",2018-07-20,2024-01-09,0.88,0.81,551
contactT00,,Asia Pacific,", ",: ,2018-07-05,2024-02-12,0.82,0.81,3120
}country,":.,00",North America,nSUP,{_: ,2020-12-18,2026-01-12,0.9,0.84,2832
: ,", ",North America,a. ,",",2018-12-25,2024-06-05,0.93,0.83,2118
supplier:supplier_,startscoredelivery,Europe,-__{,", orders",2020-09-12,2022-04-14,0.93,0.82,649
",contact ",contract 0:0 01-9{,Europe,", ",00contract ,2019-07-20,2025-06-09,0.93,0.83,997
region ,on0,Asia Pacific,:n_  - 0-n ,: ,2019-06-08,2021-12-01,0.88,0.77,1241
:-89919:,::score,Asia Pacific,":email1,__email: ",", ",2020-11-03,2024-12-20,0.93,0.85,3119
T00_: ,} ,Asia Pacific, ,",_00",2019-05-10,2021-12-01,0.82,0.88,619
contract_,,Europe,on,,2021-06-10,2023-01-04,0.83,0.82,2129
SUP ,SUP-delivery,Europe,aregion,4n-,2020-09-18,2022-05-09,0.83,0.82,1489
emailidSUP,} ,Asia Pacific,-contract,", ",2021-05-12,2026-01-12,0.89,0.77,2111
supplier.,: ,North America,: ,,2018-05-10,2022-12-01,0.88,0.82,1493
 ,",.7id9",Europe,:.-2scountry,:.0{12T00 ,2019-09-04,2022-12-20,0.82,0.88,1477
_score.1,: ,Europe,", ",",qualityemail",2020-02-18,2026-01-12,0.87,0.85,1134
: ,8,Latin America,1:00:-_s_on5time00_id,oemail_id_delivery,2021-06-21,2021-12-20,0.93,0.88,2849
":..,n: ",:: ,North America,"-6-, ", 0no ,2019-06-03,2022-08-05,0.86,0.8,1004
:0}regiono0000,", {{quality8rate_.9l",Europe,",009:5ssscoreemail_delivery,s7end}8name3a, ",,2021-07-22,2023-08-20,0.93,0.88,1362
 i,} ,Asia Pacific,:start,,2021-04-17,2021-12-01,0.82,0.87,1569
"total___T00,a-00: ",: ,Europe,country-," 0_1s1, ",2019-05-13,2023-04-21,0.89,0.8,3120
,: 00s,North America,", ",-,2020-05-03,2026-01-12,0.89,0.77,3109
:-4odelivery,a 4-id} ,North America,countrycontractT0000_78,country,2020-02-21,2023-12-14,0.82,0.83,1319
: ,a:,North America,202 ,contact.rate,2019-07-05,2026-01-12,0.87,0.84,1205
supplier__e,00}  ,Asia Pacific,totalname_,supplier-,2018-05-10,2025-01-14,0.93,0.77,1250
}_start,contractT00total}{,Asia Pacific,: ,: 0region: ,2020-08-10,2022-06-12,0.93,0.77,879
",",:  ,Europe,contract,"-SUPT00_:,008: ",2018-11-20,2022-11-20,0.88,0.88,3107
", ",", ",Asia Pacific,country_{,:_00 ,2021-05-05,2025-02-03,0.86,0.77,1652
:{8: _009 09 ,",7-start",Europe,1-a,: ,2021-02-05,2024-12-17,0.88,0.85,1240
: ,: ,Asia Pacific,,:900end,2020-11-10,2024-02-10,0.93,0.84,1896
", ",",__",Latin America,: ,contract700,2019-12-10,2025-12-13,0.93,0.85,709
00 ,p00_,North America,", ",ll{_,2021-07-22,2026-01-12,0.92,0.86,3006
,: ,North America, ,supplier_email,2019-03-26,2026-01-10,0.88,0.88,878
quality,2total_,North America,: ,: ,2019-11-10,2022-01-16,0.93,0.81,2040
":country_deliverysupplied-00, 1_e",-,North America,: ,", ",2021-01-29,2025-01-29,0.93,0.83,2864
".delivery_,rate5-1-country}.",.,Europe,countryon:,_scoresupplier-._,2020-02-21,2024-09-12,0.82,0.83,865
qualitysupplied,_rateo,Latin America,: ,: ,2018-05-22,2025-07-01,0.83,0.77,2113
1_,: ,Latin America,,2028: 0_ ,2020-07-14,2025-12-21,0.86,0.83,1203
 ,: ,North America,contract_contactSUP,-.T00 ,2021-05-12,2022-03-14,0.82,0.88,1019
,"on__}-: i1, ",Middle East & Africa,l_ ,n_,2018-05-10,2026-01-12,0.82,0.87,569
dataid-00, ,North America,,delivery_:_id,2020-02-20,2024-12-01,0.84,0.88,547
SUP.1,: ,Latin America,", ",: ,2018-05-10,2024-12-12,0.9,0.85,715
: ,",",Latin America,", ",_supplier,2018-06-14,2023-01-23,0.87,0.86,974
: ,00 ,Asia Pacific,00supplier-__8,region ,2018-09-25,2025-05-12,0.82,0.88,884
score ,: ,Middle East & Africa,@,",",2020-06-29,2021-12-01,0.85,0.82,1560
a_,: ,Asia Pacific,: o, ,2018-06-05,2026-01-12,0.88,0.88,1495
SUP_2end}delivery,_ascore,Europe,country ,"-email., ",2019-09-22,2022-12-30,0.93,0.85,540
.,: ,Latin America,: 0 ,":,",2020-09-29,2026-01-12,0.91,0.81,861
 0@:_delivery,{.: ,Middle East & Africa,S, ,2018-11-01,2025-03-12,0.89,0.85,3114
- ,0orders:-contract,Middle East & Africa,: ,"qualityid:T0000,rate",2018-10-15,2024-04-12,0.86,0.87,3107
-}name00,1_end_rate8_o_800orderss-}0ncontactiname ,North America,", ",} ,2020-07-30,2024-12-30,0.82,0.88,1324
", ",",9",North America,", ",00,2019-04-03,2026-01-12,0.92,0.87,1589
: ,-3 0score@-{,Asia Pacific,00{n,: ,2018-05-10,2025-06-17,0.93,0.84,757
 0suppliername-deliveryemail_name,: ,Latin America,endidl,: ,2018-05-10,2026-01-12,0.93,0.88,1244
: 0-00,: -,Asia Pacific,delivery,data ,2018-05-10,2024-07-17,0.93,0.88,1431
: ,:9T00:-7 ,Europe,: ,2region0.,2020-03-20,2022-07-11,0.89,0.84,1246
2 ,__:contract}_-emaildelivery:: ,Asia Pacific,", ",4__ 8email,2018-05-10,2024-01-03,0.83,0.85,2120
"country}_, ",: ,Middle East & Africa,total,"}_c, ",2019-02-21,2025-12-18,0.88,0.88,724
: ,: ,Europe,", ","startsupplied- 02-,,0088:00",2020-12-22,2022-07-01,0.93,0.85,871
"-:, ",:1id ,North America,-a_.aon,-_,2020-11-03,2025-09-02,0.88,0.88,1357
p_name,T00,North America,: {,contactstart ,2020-11-12,2023-07-01,0.91,0.77,540
",:00 ",,Europe,..9_00:.,:e-: ,2021-07-03,2026-01-12,0.83,0.87,2694
contact__5_total00:orders,00supplier_name@-supplied_:supplied,North America,", ",,2018-05-10,2024-03-12,0.93,0.77,1344
suppliercontractscore___startn-_},  ,Europe, totalemailsdelivery00,,2021-03-12,2024-05-13,0.89,0.87,1020
country8 ,,North America,",totalon:quality4",: ,2018-09-12,2021-12-01,0.88,0.77,1233
1_ 3,": ,_",Latin America,contract ,_,2019-05-20,2024-05-29,0.88,0.88,662
: ,.total,Europe,}supplier,nscore,2020-11-03,2024-07-30,0.83,0.82,1303
", ",_}3: ,Europe,: ,contact5_5@end1T00s.431200:total00supplier0000:,2018-07-18,2021-12-01,0.86,0.82,3110
1 ,5_contract4startsupplierol.,Asia Pacific,", ",: ,2019-07-22,2026-01-12,0.93,0.87,1267
"8_qualityn, ", ,Asia Pacific,: ,- ,2018-05-10,2023-09-12,0.87,0.77,714
--,"T00, ",North America,contractsupplier,o.l,2018-05-10,2024-04-03,0.82,0.82,2042
": -,",: ,North America,5on,: ,2020-07-01,2021-12-05,0.89,0.86,757
",end: ",", ",Europe,contract_ ,email,2018-08-05,2026-01-12,0.89,0.78,3113
":00, ",0}00{ ,Europe,",4_, ",",_l4on}supplier_c_id",2019-02-15,2023-01-04,0.82,0.77,2115
00008supplier:}, ,Asia Pacific,p_}200T00email,@ ,2021-07-22,2025-06-10,0.88,0.87,3079
"contact-1, ",on,Middle East & Africa,-_end,:s ,2018-05-14,2026-01-02,0.93,0.87,547
: ,",0@200 ",Europe,region,acontactname,2021-07-22,2021-12-01,0.92,0.83,585
-score:,":n, .contract- {{",Europe,.__}name,s,2018-07-30,2022-03-21,0.82,0.86,2106
supplieda-,T00: ,Europe,country_suppliednamecontactsupplier{,,2019-12-22,2023-12-11,0.92,0.8,2147
: ,", ",Europe,countrydelivery:: 7p,countryn ,2019-12-10,2024-06-09,0.93,0.85,853
 a,._rate,Europe,contract_ ,- ,2020-11-12,2024-09-03,0.83,0.81,1013
SUPe,: ,North America,: ,",scoredelivery._.. on",2018-08-05,2026-01-12,0.82,0.88,1871
: ,,Europe,supplier_,n,2018-08-17,2024-09-30,0.93,0.88,1344
: totaleSUPaorders,_deliverytotalcontract_email,Middle East & Africa,-suppliedidid ,,2021-07-22,2023-07-29,0.87,0.88,3048
start__delivery_email,"on, ",Europe,region4start,:-08region,2019-05-05,2023-03-01,0.87,0.8,1876
202,: {1004__,Asia Pacific,supplier_,00,2020-09-10,2022-07-02,0.87,0.83,2109
,,Latin America,,suppliers_00,2020-09-01,2022-12-25,0.82,0.83,1362
contact,,Middle East & Africa,: ,emailT008,2020-04-22,2024-06-05,0.83,0.81,871
00_timedelivery_name,s_name,North America,, ,2019-09-14,2024-12-09,0.93,0.84,2960
",delivery{8-__ 0aname, ",8,Europe,", ",suppliername ,2021-07-22,2023-08-14,0.93,0.81,777
: ,on928_end@emaila,North America,00scoree_4orders,data3,2021-03-22,2022-03-12,0.93,0.86,1916
: ,supplier: ,North America,contract_0,_ ,2020-09-02,2025-07-14,0.89,0.88,1574
,contract: ,Middle East & Africa,quality_ ,{,2018-05-10,2025-02-20,0.82,0.81,1662
: ,",",Asia Pacific,contractp-s,: ,2019-05-03,2024-02-28,0.86,0.86,1987
,",5onsuppliercontractsuppliedsuppliedeordersostart8",Latin America,: ,: ,2019-11-21,2024-01-03,0.82,0.88,2366
: , ,Europe, -contact,:,2019-12-18,2022-06-12,0.89,0.81,1566
, end,Latin America,region} ,,2021-07-12,2024-01-03,0.82,0.84,827
}la,country,Middle East & Africa,,: ,2020-12-17,2024-04-12,0.82,0.8,2126
1_scoreidstime, ,Asia Pacific,2--, ,2018-06-20,2024-08-01,0.86,0.82,724
: , ,Europe,supplier.1,009time_rate,2021-06-25,2024-03-04,0.91,0.79,1513
 ,endemail,North America,8,-emailtimerate,2018-08-04,2025-03-31,0.85,0.88,3105
8,s,Europe,:00, },2020-04-17,2023-01-23,0.93,0.84,1226
on300_ ,"total.SUP,email s",Europe,:.8 ,"contactrate,00",2018-09-13,2025-11-11,0.83,0.87,699
